ID,Positive Event,Total Sends,Total Opens,Unique Opens,Total Clickthroughs,Unique Clickthroughs,Total Page Views,Total Visits,Average Page Time (seconds),Total Page Time (seconds),Total Form Submissions,Title,Job Function,Industry Formula,Region
14540A,1,14,11,1,0,0,,,,,,Global Head of Database Services,"IT Executive (CIO, CTO, VP Engineering, etc.)",Banks,EMEA
14541A,0,4,0,0,0,0,,,,,,0,Software Developer / Engineer,Banks,EMEA
14542A,0,11,2,1,1,1,43,26,66.27906977,2850,,0,Architect,Computer Software,APAC
14543A,0,17,3,1,0,0,,,,,,SVP Innovation R&D,"Business Executive (CEO, COO, CMO, etc.)",Banks,Americas
14544A,0,,,,,,,,,,,"Director, Technology",Director / Development Manager,Corporate Services,Americas
14545A,0,26,0,0,4,1,248,61,37.62903226,9332,3,"Manager, IT Database Services","Business Executive (CEO, COO, CMO, etc.)",Transportation,Americas
14546A,0,103,70,1,4,1,63,31,28.61904762,1803,2,Data Architect,DBA,Corporate Services,Americas
14547A,0,29,0,0,0,0,79,25,64.83544304,5122,3,0,Architect,Telecommunications,APAC
14548A,0,61,208,1,3,1,36,16,25.58333333,921,1,SIOP / DSI / ARS / ATI / AD,Architect,Banks,EMEA
14549A,0,61,128,1,16,1,91,38,26.28571429,2392,6,Supervisor of Telecommunications,Director / Development Manager,Transportation,Americas
14550A,1,20,0,0,0,0,,,,,,IT Department Manager,Director / Development Manager,Insurance,Americas
14551A,0,59,66,1,0,0,,,,,,Database Mnager,DBA,Computer Hardware,Americas
14552A,0,9,22,1,0,0,,,,,2,CTO,"IT Executive (CIO, CTO, VP Engineering, etc.)",Insurance,Americas
14553A,0,87,138,1,3,1,314,59,63.74840764,20017,2,CTO & Founder,0,Computer Software,Americas
14554A,0,124,54,1,2,1,4,2,36,144,1,Software Architect,Architect,Telecommunications,Americas
14555A,0,73,1,1,0,0,234,117,78.92735043,18469,2,Software Engineering Manager,Software Developer / Engineer,Aerospace and Defense,Americas
14556A,1,,,,,,,,,,,Technical Solutions Architect,Software Developer / Engineer,Government,Americas
14557A,0,21,0,0,0,0,9,4,58.77777778,529,2,0,Architect,Hospitals and Healthcare,Americas
14558A,0,17,0,0,1,1,5,4,6.6,33,,Director Procurement & Partners,Director / Development Manager,Corporate Services,Americas
14559A,0,14,32,1,0,0,,,,,1,0,Software Developer / Engineer,Computer Software,Americas
14560A,0,40,14,1,0,0,2,1,42,84,2,Dir. of Client Services - Infosys,"Business Executive (CEO, COO, CMO, etc.)",Energy and Environmental,Americas
14561A,0,41,26,1,0,0,548,137,95.00729927,52064,7,Head of Infrastructure Services,"Business Executive (CEO, COO, CMO, etc.)",Computer Software,EMEA
14562A,0,34,0,0,0,0,35,9,131.2,4592,2,0,Software Developer / Engineer,"Leisure, Sports and Recreation",Americas
14563A,0,39,39,1,5,1,9,4,11.33333333,102,4,DBA,DBA,Banks,Americas
14564A,0,190,453,1,8,1,526,123,78.81749049,41458,14,Applications Manager,0,Computer Hardware,Americas
14565A,0,49,97,1,4,1,156,71,56.3525641,8791,3,0,"IT Executive (CIO, CTO, VP Engineering, etc.)",Unclassified,APAC
14566A,0,12,0,0,0,0,178,32,93.52808989,16648,3,Software Architect - HRS Team,Architect,Financial Services,Americas
14567A,0,,,,,,,,,,,Head of Business Architecture and governance,Director / Development Manager,Financial Services,Americas
14568A,0,4,0,0,0,0,,,,,,Chief Architect,"IT Executive (CIO, CTO, VP Engineering, etc.)",Government,EMEA
14569A,0,127,177,1,6,1,1120,306,69.16339286,77463,9,Director of Software,Director / Development Manager,Industrial Manufacturing and Services,Americas
14570A,1,44,75,1,0,0,8,5,93,744,2,0,Software Developer / Engineer,Telecommunications,APAC
14571A,0,28,5,1,0,0,,,,,4,Full Stack Developer,Software Developer / Engineer,Banks,Americas
14572A,1,6,0,0,0,0,,,,,,Assistant GM,Director / Development Manager,Corporate Services,APAC
14573A,0,98,19,1,4,1,13,6,13,169,2,Enterprise Architect,Architect,Energy and Environmental,Americas
14574A,0,15,2,1,0,0,34,10,19.17647059,652,1,Director of Infrastructure,Director / Development Manager,Computer Software,Americas
14575A,0,41,284,1,12,1,109,32,51.03669725,5563,2,0,Other,Automotive,EMEA
14576A,0,2,0,0,0,0,,,,,,Head Enterprise Data Platforms,Director / Development Manager,Banks,EMEA
14577A,1,23,14,1,0,0,,,,,,CIO,"IT Executive (CIO, CTO, VP Engineering, etc.)",Transportation,EMEA
14578A,0,14,106,1,8,1,91,20,65.94505495,6001,3,0,Other,Telecommunications,APAC
14579A,0,21,0,0,0,0,,,,,,Management and Program Analyst,Software Developer / Engineer,Government,Americas
14580A,0,41,3,1,7,1,358,100,54.95251397,19673,18,Project Manager,Product / Project Manager,Government,EMEA
14581A,0,,,,,,2,1,47.5,95,1,Technical Manager,Director / Development Manager,Insurance,Americas
14582A,0,27,0,0,0,0,,,,,,Director R&D,Director / Development Manager,Computer Software,Americas
14583A,0,7,19,1,0,0,144,35,77.95833333,11226,2,Closed - Not Active With Sales,DBA,Computer Software,APAC
14584A,0,1,0,0,0,0,27,9,60.25925926,1627,2,Programmer Developer Software,Software Developer / Engineer,Financial Services,Americas
14585A,0,13,2,1,0,0,,,,,,Project Manager,Product / Project Manager,Pharmaceuticals and Biotechnology,EMEA
14586A,0,3,0,0,0,0,,,,,,Data Manager,Architect,Construction and Building Materials,Americas
14587A,0,15,1,1,1,1,565,165,50.19823009,28362,1,0,Software Developer / Engineer,Telecommunications,APAC
14588A,0,23,18,1,2,1,5,1,8.6,43,1,"Senior Manager, Managed Services","Business Executive (CEO, COO, CMO, etc.)",Corporate Services,Global
14589A,0,27,32,1,6,1,470,129,57.13617021,26854,9,big data engineer,Data Scientist,Media,EMEA
14590A,1,50,15,1,3,1,33,7,67.78787879,2237,6,System Analyst,Software Developer / Engineer,Retail,Americas
14591A,0,101,84,1,8,1,3574,819,79.84219362,285356,5,0,Architect,Computer Software,Americas
14592A,0,32,2,1,0,0,,,,,,Manager of Equity Platform Development,Director / Development Manager,Financial Services,Americas
14593A,0,35,128,1,1,1,,,,,3,0,Software Developer / Engineer,0,APAC
14594A,0,80,126,1,6,1,678,203,55.84513274,37863,26,Head of Dev/Ops,Director / Development Manager,Electronics,EMEA
14595A,1,45,16,1,0,0,,,,,,DB System Programmer,Software Developer / Engineer,Banks,EMEA
14596A,0,28,110,1,8,1,217,55,58.18894009,12627,17,CEO,"Business Executive (CEO, COO, CMO, etc.)",0,Americas
14597A,0,11,20,1,2,1,13,4,49.23076923,640,1,Director,Director / Development Manager,Computer Software,Americas
14598A,1,84,384,1,20,1,4487,955,22.92912859,102883,56,GM,"IT Executive (CIO, CTO, VP Engineering, etc.)","Business Executive (CEO, COO, CMO, etc.)",EMEA
14599A,0,68,66,1,0,0,1,1,0,0,,"Senior Director, IT Infrastructure",Director / Development Manager,Retail,Americas
14600A,0,4,0,0,0,0,,,,,,Software Engineer,Software Developer / Engineer,Insurance,Americas
14601A,0,16,20,1,3,1,13,9,5.384615385,70,,"Director, Hosting Serivces",Director / Development Manager,Computer Software,Americas
14602A,1,77,206,1,7,1,925,212,54.41945946,50338,,Data Services Team Lead,0,Retail,Americas
14603A,0,,,,,,,,,,,Consultant,Other,Pharmaceuticals and Biotechnology,Americas
14604A,0,20,1,1,1,1,27,9,107.7777778,2910,1,0,Architect,Computer Software,APAC
14605A,1,20,18,1,0,0,30,9,67.3,2019,3,Lead Developer,Software Developer / Engineer,Financial Services,APAC
14606A,0,12,2,1,0,0,10,4,60.2,602,3,Solutions Architect,Architect,Media,Americas
14607A,0,28,68,1,13,1,1109,414,72.40486925,80297,3,Senior Lead Developer,Software Developer / Engineer,Corporate Services,Americas
14608A,0,38,42,1,4,1,31,9,69.22580645,2146,3,0,"IT Executive (CIO, CTO, VP Engineering, etc.)",Computer Software,Americas
14609A,0,21,4,1,12,1,49,27,65.20408163,3195,2,Solutions Architect,Architect,Retail,Americas
14610A,0,23,1,1,3,1,17,6,58.76470588,999,1,0,Software Developer / Engineer,Insurance,Americas
14611A,1,16,0,0,0,0,,,,,,Technical Associate,Director / Development Manager,Industrial Manufacturing and Services,Americas
14612A,0,5,0,0,0,0,67,21,58.58208955,3925,2,0,DBA,Computer Software,Americas
14613A,1,110,23,1,0,0,,,,,,"Director, Application Support","IT Executive (CIO, CTO, VP Engineering, etc.)",Corporate Services,Americas
14614A,0,13,28,1,0,0,,,,,,"Vice President, Data Engineering","IT Executive (CIO, CTO, VP Engineering, etc.)",Financial Services,Americas
14615A,0,16,0,0,1,1,540,158,78.01851852,42130,2,0,Software Developer / Engineer,Consumer Product Manufacturing,Americas
14616A,1,63,106,1,5,1,1131,317,69.49071618,78594,2,CTO / Co-Founder,0,Computer Software,Americas
14617A,0,18,7,1,0,0,255,60,64.34901961,16409,3,0,Software Developer / Engineer,Retail,Americas
14618A,0,33,24,1,9,1,119,42,41.47058824,4935,3,0,Architect,Corporate Services,Americas
14619A,0,23,14,1,2,1,66,20,55.63636364,3672,6,0,Director / Development Manager,Hospitals and Healthcare,APAC
14620A,0,39,0,0,0,0,68,9,74.23529412,5048,20,0,Architect,Consumer Services,Americas
14621A,0,65,3,1,0,0,5,2,29,145,1,Engineer,Software Developer / Engineer,Industrial Manufacturing and Services,EMEA
14622A,0,18,52,1,0,0,,,,,,SVP Global Solutions Team,"Business Executive (CEO, COO, CMO, etc.)",Electronics,Americas
14623A,0,10,0,0,0,0,,,,,,0,DBA,Telecommunications,Americas
14624A,0,90,134,1,6,1,120,34,81.69166667,9803,3,Director of Marketplace Development,0,Media,Americas
14625A,0,57,82,1,23,1,1354,346,91.51033973,123905,14,Database Architect,Architect,Media,Americas
14626A,0,67,122,1,1,1,18,6,41.88888889,754,,Head of Development,Director / Development Manager,Corporate Services,Americas
14627A,0,14,0,0,0,0,,,,,1,0,Software Developer / Engineer,Banks,Americas
14628A,1,52,45,1,3,1,6,4,1.666666667,10,1,"Build, Release and Automation Manager",Product / Project Manager,Computer Software,Americas
14629A,0,39,0,0,0,0,,,,,,"Staff VP, APDS","IT Executive (CIO, CTO, VP Engineering, etc.)",Insurance,Americas
14630A,0,6,0,0,0,0,,,,,,VP Engineering,"Business Executive (CEO, COO, CMO, etc.)",Computer Software,Americas
14631A,0,12,5,1,21,1,68,36,35.5,2414,4,Principal Director (EZB),Director / Development Manager,Corporate Services,Global
14632A,0,10,0,0,0,0,14,4,51.35714286,719,1,0,Product / Project Manager,Government,APAC
14633A,0,14,21,1,0,0,33,9,58.51515152,1931,,IT Manager,"IT Executive (CIO, CTO, VP Engineering, etc.)",0,EMEA
14634A,1,8,17,1,0,0,,,,,,Head of DevOps,Director / Development Manager,Government,EMEA
14635A,1,18,8,1,1,1,16,5,37.875,606,1,Directeur projet New Dialogys,Director / Development Manager,Consumer Services,EMEA
14636A,1,3,3,1,0,0,,,,,,"Infrastructure, Compliance and Security",Architect,Telecommunications,Americas
14637A,0,6,0,0,0,0,,,,,,Director Technology,Director / Development Manager,Insurance,Americas
14638A,1,41,106,1,0,0,105,34,46.7047619,4904,4,Software Developer / Engineer,Software Developer / Engineer,Media,EMEA
14639A,0,16,6,1,0,0,,,,,,CTO,"IT Executive (CIO, CTO, VP Engineering, etc.)",Computer Software,Americas
14640A,0,0,20,1,1,1,1,1,0,0,2,"Civil servant, Senior software engineer",Software Developer / Engineer,Hospitals and Healthcare,EMEA
14641A,0,37,4,1,4,1,54,13,41.07407407,2218,6,Partner,Business Development / Alliance Manager,Corporate Services,Americas
14642A,0,,,,,,,,,,,0,Other,Computer Hardware,EMEA
14643A,0,9,0,0,0,0,,,,,,VP of Enterprise Data Services,"Business Executive (CEO, COO, CMO, etc.)",Corporate Services,Americas
14644A,0,1,0,0,0,0,,,,,,0,MG,Computer Software,EMEA
14645A,0,14,14,1,0,0,,,,,,Chief Data Officer,Director / Development Manager,Computer Software,Americas
14646A,0,,,,,,,,,,,Subcontracts Manager,Business Analyst,Computer Software,Americas
14647A,1,22,2,1,0,0,12,4,11.58333333,139,1,CTO,"IT Executive (CIO, CTO, VP Engineering, etc.)",Corporate Services,Americas
14648A,1,21,1,1,0,0,,,,,,0,"IT Executive (CIO, CTO, VP Engineering, etc.)",Telecommunications,EMEA
14649A,0,4,0,0,0,0,,,,,,"VP, Engineering","IT Executive (CIO, CTO, VP Engineering, etc.)",Transportation,Americas
14650A,0,2,2,1,0,0,23,9,15.82608696,364,,Sr Manager – Application Engineering,Software Developer / Engineer,Financial Services,Americas
14651A,1,50,64,1,8,1,17,7,19.17647059,326,2,Security & Fraud Solutions | Functions & Services,"Business Executive (CEO, COO, CMO, etc.)",Banks,EMEA
14652A,1,19,3,1,0,0,,,,,,SVP Strategic Alliances,"Business Executive (CEO, COO, CMO, etc.)",Telecommunications,Americas
14653A,0,15,14,1,1,1,121,26,80.02479339,9683,3,0,"IT Executive (CIO, CTO, VP Engineering, etc.)",Computer Software,APAC
14654A,0,,,,,,,,,,,Programme Head,Director / Development Manager,0,APAC
14655A,1,1,1,1,0,0,88,38,86.79545455,7638,1,0,Technical Operations,Computer Software,Americas
14656A,1,27,15,1,0,0,,,,,1,Sr. Director of Ops,Director / Development Manager,Computer Software,Americas
14657A,0,19,1,1,0,0,27,7,11.40740741,308,2,DevOps,Technical Operations,Computer Software,Americas
14658A,0,9,0,0,0,0,4,2,24.75,99,1,0,Other,Corporate Services,Americas
14659A,0,6,0,0,0,0,,,,,,PM,Product / Project Manager,Computer Hardware,APAC
14660A,0,12,0,0,0,0,,,,,,Director - Emerging Technologies,Director / Development Manager,Telecommunications,APAC
14661A,1,11,0,0,0,0,,,,,,AVP of New Application Development,"Business Executive (CEO, COO, CMO, etc.)",Corporate Services,Americas
14662A,0,34,18,1,0,0,41,8,25.19512195,1033,6,Architect,Architect,Holding Companies,Americas
14663A,0,15,5,1,0,0,,,,,,DSI group,"IT Executive (CIO, CTO, VP Engineering, etc.)",Transportation,EMEA
14664A,0,17,7,1,0,0,,,,,,CIO,"IT Executive (CIO, CTO, VP Engineering, etc.)",Computer Software,Americas
14665A,0,,,,,,,,,,,Head - IT,Director / Development Manager,Corporate Services,APAC
14666A,1,11,2,1,0,0,,,,,,Director/Product Manager - Analytics & Information Management,Director / Development Manager,Corporate Services,Global
14667A,0,26,0,0,0,0,157,57,63.48407643,9967,3,IT architect,Architect,Computer Software,EMEA
14668A,0,40,106,1,5,1,565,98,43.5699115,24617,11,Assoc. Dev Ops Engineer,OP,Media,Americas
14669A,0,3,3,1,0,0,,,,,,Lead Software Engineer,Software Developer / Engineer,Media,Americas
14670A,0,24,10,1,0,0,2,1,149.5,299,1,Head of Business Consulting Reference Data & Regulatory Reporting,Director / Development Manager,Financial Services,EMEA
14671A,0,12,1,1,0,0,,,,,,Senior Principal,Director / Development Manager,Media,Global
14672A,0,90,198,1,24,1,1381,441,77.80883418,107454,5,Co-Founder,DV,Computer Software,EMEA
14673A,0,13,29,1,3,1,40,4,65.75,2630,,General Manager,"IT Executive (CIO, CTO, VP Engineering, etc.)",Computer Software,APAC
14674A,0,63,22,1,5,1,2057,462,59.53913466,122472,2,Software Engineer,Software Developer / Engineer,Computer Software,Americas
14675A,1,45,0,0,0,0,9,1,47,423,1,Head of Database Engineering,Director / Development Manager,Transportation,EMEA
14676A,1,1,0,0,0,0,,,,,,Category Manager (Technology) - Procurement,Other,Financial Services,EMEA
14677A,1,22,2,1,0,0,12,4,11.58333333,139,1,CTO,"IT Executive (CIO, CTO, VP Engineering, etc.)",Corporate Services,Americas
14678A,0,3,0,0,0,0,34,4,45.35294118,1542,2,0,Software Developer / Engineer,Aerospace and Defense,Americas
14679A,0,9,0,0,0,0,28,11,83.53571429,2339,4,Technical Manager,Architect,Corporate Services,Global
14680A,0,13,0,0,0,0,,,,,,Procurement,Other,Corporate Services,EMEA
14681A,1,88,162,1,29,1,959,276,72.70490094,69724,3,ICT Operations Manager,Technical Operations,Computer Software,EMEA
14682A,1,48,9,1,0,0,132,39,57.31818182,7566,1,Principal Architect,Architect,Financial Services,Americas
14683A,1,75,165,1,10,1,554,126,102.4638989,56765,2,Technical Lead,Architect,Computer Software,Americas
14684A,0,52,88,1,0,0,,,,,,Directeur des projets Confiance Numérique,Director / Development Manager,Consumer Services,EMEA
14685A,0,15,1,1,0,0,,,,,,CTO,"IT Executive (CIO, CTO, VP Engineering, etc.)",Real Estate,Americas
14686A,0,20,8,1,10,1,20,15,10.9,218,4,Director Data Management,Director / Development Manager,Banks,Americas
14687A,1,7,22,1,0,0,382,175,72.04712042,27522,5,0,"IT Executive (CIO, CTO, VP Engineering, etc.)",0,Americas
14688A,1,68,6,1,0,0,,,,,1,0,Director / Development Manager,Insurance,Americas
14689A,0,17,0,0,0,0,85,14,20.90588235,1777,5,0,Architect,Computer Software,EMEA
14690A,1,81,2,1,2,1,397,155,35.88916877,14248,1,Dev Mngr,Technical Operations,Computer Software,EMEA
14691A,0,91,219,1,23,1,812,186,66.7955665,54238,13,Lead IT Analyst - Merchandise Planning,Architect,Retail,Americas
14692A,0,35,0,0,1,1,30,11,72.6,2178,2,Database Services Manager,0,Insurance,Americas
14693A,0,68,66,1,0,0,1,1,0,0,,"Senior Director, IT Infrastructure",Director / Development Manager,Retail,Americas
14694A,0,84,3,1,0,0,182,25,47.6978022,8681,4,0,"IT Executive (CIO, CTO, VP Engineering, etc.)",Financial Services,EMEA
14695A,1,13,2,1,0,0,3,1,138.3333333,415,1,0,Other,Media,Americas
14696A,0,91,219,1,23,1,812,186,66.7955665,54238,13,Lead IT Analyst - Merchandise Planning,Architect,Retail,Americas
14697A,0,14,3,1,4,1,4,4,0,0,,Director of Engineering,Director / Development Manager,Media,Americas
14698A,0,8,0,0,0,0,,,,,,"Director, Database Engineering",Director / Development Manager,Computer Hardware,Americas
14699A,0,24,10,1,0,0,2,1,149.5,299,1,Head of Business Consulting Reference Data & Regulatory Reporting,Director / Development Manager,Financial Services,EMEA
14700A,0,22,40,1,0,0,206,54,51.42718447,10594,2,0,Director / Development Manager,Corporate Services,Americas
14701A,1,27,8,1,1,1,31,11,57,1767,4,Software Developer,Architect,Electronics,Americas
14702A,0,12,2,1,1,1,4,2,18.75,75,1,Director Software Development,Director / Development Manager,Hospitals and Healthcare,Americas
14703A,1,81,54,1,7,1,8,7,5.25,42,3,Sr. Data Developer,Software Developer / Engineer,Computer Software,Americas
14704A,0,49,179,1,7,1,70,22,31.94285714,2236,4,0,Architect,0,Americas
14705A,1,25,16,1,0,0,,,,,,Director,Director / Development Manager,Financial Services,Americas
14706A,0,7,11,1,0,0,,,,,,CTO,"IT Executive (CIO, CTO, VP Engineering, etc.)",Consumer Services,EMEA
14707A,0,37,42,1,0,0,,,,,,Platform Architect,Architect,Corporate Services,APAC
14708A,0,1,0,0,0,0,,,,,,Database Manager,DBA,Corporate Services,Americas
14709A,0,20,0,0,0,0,,,,,,"Managing DIrector, Software Applications Engineering",Director / Development Manager,Financial Services,Americas
14710A,0,30,54,1,25,1,492,86,99.65853659,49032,,0,Technical Operations,Corporate Services,Americas
14711A,0,23,0,0,0,0,,,,,,Sr. Architect & Team Lead,Architect,Computer Hardware,Americas
14712A,0,1,0,0,0,0,,,,,,0,Architect,Computer Software,Americas
14713A,0,9,0,0,0,0,,,,,,Architect - FInancials & Billing,Data Scientist,Transportation,Americas
14714A,0,12,0,0,0,0,178,32,93.52808989,16648,3,Software Architect - HRS Team,Architect,Financial Services,Americas
14715A,0,21,58,1,5,1,25,19,23.12,578,2,SOLUTION ARCHITECT,Architect,Financial Services,Americas
14716A,0,57,0,0,0,0,3,2,167,501,1,Global Manager DBAs,Product / Project Manager,Corporate Services,Americas
14717A,0,5,0,0,0,0,,,,,,Programme Manager - CORSYS,Product / Project Manager,Holding Companies,EMEA
14718A,1,35,7,1,0,0,72,36,37.125,2673,1,"Alliance Director Big Data, IoT, and Verticals",Director / Development Manager,Computer Hardware,Americas
14719A,0,12,19,1,1,1,110,42,27.86363636,3065,,Director / Development Manager,Director / Development Manager,Computer Software,Americas
14720A,0,52,0,0,0,0,,,,,2,DBA Manager,DBA,Consumer Product Manufacturing,Americas
14721A,0,12,1,1,0,0,21,10,53.42857143,1122,5,Enterprise Architecture Manager,Architect,Electronics,EMEA
14722A,0,61,0,0,0,0,196,67,51.54081633,10102,11,Product Architect,Architect,Transportation,Americas
